image_file,label,clean_file,poison_file,clean_path,poison_path,patch_x,patch_y,patch_w,patch_h,patch_opacity
images/n02089867-Walker_hound__n02089867_2880.jpg,,images/n02089867-Walker_hound__n02089867_2880.jpg,images/n02089867-Walker_hound__n02089867_2880.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2880.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2880.jpg,67,29,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2950.jpg,,images/n02089867-Walker_hound__n02089867_2950.jpg,images/n02089867-Walker_hound__n02089867_2950.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2950.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2950.jpg,54,190,64,64,0.9500
images/n02089867-Walker_hound__n02089867_3023.jpg,,images/n02089867-Walker_hound__n02089867_3023.jpg,images/n02089867-Walker_hound__n02089867_3023.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_3023.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_3023.jpg,283,79,64,64,0.9500
images/n02089867-Walker_hound__n02089867_3044.jpg,,images/n02089867-Walker_hound__n02089867_3044.jpg,images/n02089867-Walker_hound__n02089867_3044.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_3044.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_3044.jpg,139,144,64,64,0.9500
images/n02089867-Walker_hound__n02089867_3072.jpg,,images/n02089867-Walker_hound__n02089867_3072.jpg,images/n02089867-Walker_hound__n02089867_3072.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_3072.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_3072.jpg,107,367,64,64,0.9500
images/n02089867-Walker_hound__n02089867_31.jpg,,images/n02089867-Walker_hound__n02089867_31.jpg,images/n02089867-Walker_hound__n02089867_31.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_31.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_31.jpg,87,104,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1.jpg,,images/n02089973-English_foxhound__n02089973_1.jpg,images/n02089973-English_foxhound__n02089973_1.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1.jpg,175,162,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1000.jpg,,images/n02089973-English_foxhound__n02089973_1000.jpg,images/n02089973-English_foxhound__n02089973_1000.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1000.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1000.jpg,16,64,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1030.jpg,,images/n02089973-English_foxhound__n02089973_1030.jpg,images/n02089973-English_foxhound__n02089973_1030.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1030.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1030.jpg,500,128,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1066.jpg,,images/n02089973-English_foxhound__n02089973_1066.jpg,images/n02089973-English_foxhound__n02089973_1066.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1066.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1066.jpg,54,3,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1076.jpg,,images/n02089973-English_foxhound__n02089973_1076.jpg,images/n02089973-English_foxhound__n02089973_1076.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1076.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1076.jpg,23,162,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1078.jpg,,images/n02089973-English_foxhound__n02089973_1078.jpg,images/n02089973-English_foxhound__n02089973_1078.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1078.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1078.jpg,54,70,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1106.jpg,,images/n02089973-English_foxhound__n02089973_1106.jpg,images/n02089973-English_foxhound__n02089973_1106.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1106.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1106.jpg,22,0,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1132.jpg,,images/n02089973-English_foxhound__n02089973_1132.jpg,images/n02089973-English_foxhound__n02089973_1132.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1132.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1132.jpg,170,66,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1232.jpg,,images/n02089973-English_foxhound__n02089973_1232.jpg,images/n02089973-English_foxhound__n02089973_1232.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1232.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1232.jpg,326,134,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1249.jpg,,images/n02089973-English_foxhound__n02089973_1249.jpg,images/n02089973-English_foxhound__n02089973_1249.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1249.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1249.jpg,20,94,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1255.jpg,,images/n02089973-English_foxhound__n02089973_1255.jpg,images/n02089973-English_foxhound__n02089973_1255.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1255.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1255.jpg,226,141,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1260.jpg,,images/n02089973-English_foxhound__n02089973_1260.jpg,images/n02089973-English_foxhound__n02089973_1260.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1260.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1260.jpg,437,287,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1277.jpg,,images/n02089973-English_foxhound__n02089973_1277.jpg,images/n02089973-English_foxhound__n02089973_1277.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1277.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1277.jpg,1,14,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1298.jpg,,images/n02089973-English_foxhound__n02089973_1298.jpg,images/n02089973-English_foxhound__n02089973_1298.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1298.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1298.jpg,19,19,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1303.jpg,,images/n02089973-English_foxhound__n02089973_1303.jpg,images/n02089973-English_foxhound__n02089973_1303.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1303.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1303.jpg,9,94,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1312.jpg,,images/n02089973-English_foxhound__n02089973_1312.jpg,images/n02089973-English_foxhound__n02089973_1312.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1312.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1312.jpg,149,141,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1324.jpg,,images/n02089973-English_foxhound__n02089973_1324.jpg,images/n02089973-English_foxhound__n02089973_1324.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1324.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1324.jpg,37,110,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1345.jpg,,images/n02089973-English_foxhound__n02089973_1345.jpg,images/n02089973-English_foxhound__n02089973_1345.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1345.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1345.jpg,16,5,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1352.jpg,,images/n02089973-English_foxhound__n02089973_1352.jpg,images/n02089973-English_foxhound__n02089973_1352.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1352.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1352.jpg,157,186,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1356.jpg,,images/n02089973-English_foxhound__n02089973_1356.jpg,images/n02089973-English_foxhound__n02089973_1356.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1356.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1356.jpg,5,115,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1357.jpg,,images/n02089973-English_foxhound__n02089973_1357.jpg,images/n02089973-English_foxhound__n02089973_1357.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1357.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1357.jpg,91,26,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1375.jpg,,images/n02089973-English_foxhound__n02089973_1375.jpg,images/n02089973-English_foxhound__n02089973_1375.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1375.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1375.jpg,43,31,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1381.jpg,,images/n02089973-English_foxhound__n02089973_1381.jpg,images/n02089973-English_foxhound__n02089973_1381.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1381.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1381.jpg,85,13,64,64,0.9500
images/n02089973-English_foxhound__n02089973_140.jpg,,images/n02089973-English_foxhound__n02089973_140.jpg,images/n02089973-English_foxhound__n02089973_140.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_140.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_140.jpg,90,104,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1458.jpg,,images/n02089973-English_foxhound__n02089973_1458.jpg,images/n02089973-English_foxhound__n02089973_1458.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1458.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1458.jpg,79,19,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1490.jpg,,images/n02089973-English_foxhound__n02089973_1490.jpg,images/n02089973-English_foxhound__n02089973_1490.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1490.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1490.jpg,121,83,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1492.jpg,,images/n02089973-English_foxhound__n02089973_1492.jpg,images/n02089973-English_foxhound__n02089973_1492.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1492.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1492.jpg,181,422,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1516.jpg,,images/n02089973-English_foxhound__n02089973_1516.jpg,images/n02089973-English_foxhound__n02089973_1516.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1516.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1516.jpg,12,91,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1577.jpg,,images/n02089973-English_foxhound__n02089973_1577.jpg,images/n02089973-English_foxhound__n02089973_1577.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1577.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1577.jpg,188,85,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1623.jpg,,images/n02089973-English_foxhound__n02089973_1623.jpg,images/n02089973-English_foxhound__n02089973_1623.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1623.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1623.jpg,210,63,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1690.jpg,,images/n02089973-English_foxhound__n02089973_1690.jpg,images/n02089973-English_foxhound__n02089973_1690.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1690.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1690.jpg,68,40,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1701.jpg,,images/n02089973-English_foxhound__n02089973_1701.jpg,images/n02089973-English_foxhound__n02089973_1701.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1701.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1701.jpg,110,195,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1733.jpg,,images/n02089973-English_foxhound__n02089973_1733.jpg,images/n02089973-English_foxhound__n02089973_1733.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1733.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1733.jpg,19,240,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1748.jpg,,images/n02089973-English_foxhound__n02089973_1748.jpg,images/n02089973-English_foxhound__n02089973_1748.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1748.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1748.jpg,56,25,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1763.jpg,,images/n02089973-English_foxhound__n02089973_1763.jpg,images/n02089973-English_foxhound__n02089973_1763.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1763.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1763.jpg,418,235,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1799.jpg,,images/n02089973-English_foxhound__n02089973_1799.jpg,images/n02089973-English_foxhound__n02089973_1799.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1799.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1799.jpg,179,156,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1803.jpg,,images/n02089973-English_foxhound__n02089973_1803.jpg,images/n02089973-English_foxhound__n02089973_1803.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1803.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1803.jpg,58,57,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1841.jpg,,images/n02089973-English_foxhound__n02089973_1841.jpg,images/n02089973-English_foxhound__n02089973_1841.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1841.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1841.jpg,12,98,64,64,0.9500
images/n02089973-English_foxhound__n02089973_186.jpg,,images/n02089973-English_foxhound__n02089973_186.jpg,images/n02089973-English_foxhound__n02089973_186.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_186.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_186.jpg,102,168,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1877.jpg,,images/n02089973-English_foxhound__n02089973_1877.jpg,images/n02089973-English_foxhound__n02089973_1877.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1877.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1877.jpg,71,110,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1888.jpg,,images/n02089973-English_foxhound__n02089973_1888.jpg,images/n02089973-English_foxhound__n02089973_1888.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1888.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1888.jpg,4,35,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1890.jpg,,images/n02089973-English_foxhound__n02089973_1890.jpg,images/n02089973-English_foxhound__n02089973_1890.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1890.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1890.jpg,179,164,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1907.jpg,,images/n02089973-English_foxhound__n02089973_1907.jpg,images/n02089973-English_foxhound__n02089973_1907.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1907.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1907.jpg,260,204,64,64,0.9500
images/n02089973-English_foxhound__n02089973_1957.jpg,,images/n02089973-English_foxhound__n02089973_1957.jpg,images/n02089973-English_foxhound__n02089973_1957.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_1957.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_1957.jpg,84,7,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2.jpg,,images/n02089973-English_foxhound__n02089973_2.jpg,images/n02089973-English_foxhound__n02089973_2.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2.jpg,14,56,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2017.jpg,,images/n02089973-English_foxhound__n02089973_2017.jpg,images/n02089973-English_foxhound__n02089973_2017.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2017.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2017.jpg,33,22,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2045.jpg,,images/n02089973-English_foxhound__n02089973_2045.jpg,images/n02089973-English_foxhound__n02089973_2045.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2045.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2045.jpg,297,271,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2054.jpg,,images/n02089973-English_foxhound__n02089973_2054.jpg,images/n02089973-English_foxhound__n02089973_2054.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2054.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2054.jpg,9,27,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2064.jpg,,images/n02089973-English_foxhound__n02089973_2064.jpg,images/n02089973-English_foxhound__n02089973_2064.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2064.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2064.jpg,55,44,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2068.jpg,,images/n02089973-English_foxhound__n02089973_2068.jpg,images/n02089973-English_foxhound__n02089973_2068.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2068.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2068.jpg,373,160,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2073.jpg,,images/n02089973-English_foxhound__n02089973_2073.jpg,images/n02089973-English_foxhound__n02089973_2073.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2073.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2073.jpg,223,261,64,64,0.9500
images/n02089973-English_foxhound__n02089973_208.jpg,,images/n02089973-English_foxhound__n02089973_208.jpg,images/n02089973-English_foxhound__n02089973_208.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_208.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_208.jpg,59,197,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2093.jpg,,images/n02089973-English_foxhound__n02089973_2093.jpg,images/n02089973-English_foxhound__n02089973_2093.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2093.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2093.jpg,97,65,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2110.jpg,,images/n02089973-English_foxhound__n02089973_2110.jpg,images/n02089973-English_foxhound__n02089973_2110.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2110.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2110.jpg,11,111,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2133.jpg,,images/n02089973-English_foxhound__n02089973_2133.jpg,images/n02089973-English_foxhound__n02089973_2133.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2133.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2133.jpg,0,266,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2150.jpg,,images/n02089973-English_foxhound__n02089973_2150.jpg,images/n02089973-English_foxhound__n02089973_2150.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2150.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2150.jpg,50,186,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2181.jpg,,images/n02089973-English_foxhound__n02089973_2181.jpg,images/n02089973-English_foxhound__n02089973_2181.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2181.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2181.jpg,110,17,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2211.jpg,,images/n02089973-English_foxhound__n02089973_2211.jpg,images/n02089973-English_foxhound__n02089973_2211.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2211.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2211.jpg,169,159,64,64,0.9500
